time,distance,x_A,y_A,x_B,y_B
0.000000,0.001000,2.000000,-0.000000,2.000000,0.001000
0.005000,0.001000,2.000000,-0.000082,2.000000,0.000918
0.010000,0.001000,2.000000,-0.000272,2.000000,0.000728
0.015000,0.001000,2.000000,-0.000572,2.000000,0.000428
0.020000,0.001000,2.000000,-0.000980,2.000000,0.000020
0.025000,0.001000,1.999999,-0.001497,2.000000,-0.000497
0.030000,0.001000,1.999998,-0.002123,1.999999,-0.001123
0.035000,0.001000,1.999996,-0.002858,1.999998,-0.001858
0.040000,0.001000,1.999993,-0.003702,1.999996,-0.002702
0.045000,0.001000,1.999989,-0.004655,1.999993,-0.003655
0.050000,0.001000,1.999984,-0.005717,1.999989,-0.004717
0.055000,0.001000,1.999976,-0.006887,1.999983,-0.005887
0.060000,0.001000,1.999967,-0.008167,1.999974,-0.007167
0.065000,0.001000,1.999954,-0.009555,1.999963,-0.008555
0.070000,0.001000,1.999939,-0.011052,1.999949,-0.010052
0.075000,0.001000,1.999920,-0.012658,1.999932,-0.011658
0.080000,0.001000,1.999897,-0.014373,1.999911,-0.013373
0.085000,0.001000,1.999869,-0.016197,1.999885,-0.015197
0.090000,0.001000,1.999836,-0.018130,1.999853,-0.017130
0.095000,0.001000,1.999797,-0.020172,1.999816,-0.019172
0.100000,0.001000,1.999751,-0.022322,1.999773,-0.021322
0.105000,0.001000,1.999698,-0.024582,1.999722,-0.023582
0.110000,0.001000,1.999637,-0.026950,1.999663,-0.025950
0.115000,0.001000,1.999567,-0.029428,1.999596,-0.028428
0.120000,0.001001,1.999488,-0.032014,1.999519,-0.031014
0.125000,0.001001,1.999398,-0.034709,1.999432,-0.033709
0.130000,0.001001,1.999297,-0.037513,1.999334,-0.036513
0.135000,0.001001,1.999184,-0.040426,1.999224,-0.039426
0.140000,0.001001,1.999057,-0.043448,1.999100,-0.042448
0.145000,0.001001,1.998917,-0.046579,1.998963,-0.045579
0.150000,0.001001,1.998761,-0.049818,1.998810,-0.048818
0.155000,0.001001,1.998589,-0.053167,1.998642,-0.052167
0.160000,0.001002,1.998400,-0.056625,1.998456,-0.055625
0.165000,0.001002,1.998193,-0.060191,1.998252,-0.059191
0.170000,0.001002,1.997966,-0.063867,1.998029,-0.062866
0.175000,0.001002,1.997718,-0.067651,1.997785,-0.066651
0.180000,0.001003,1.997449,-0.071544,1.997519,-0.070544
0.185000,0.001003,1.997156,-0.075547,1.997231,-0.074546
0.190000,0.001003,1.996839,-0.079658,1.996918,-0.078658
0.195000,0.001004,1.996497,-0.083878,1.996580,-0.082878
0.200000,0.001004,1.996128,-0.088207,1.996215,-0.087207
0.205000,0.001004,1.995730,-0.092645,1.995821,-0.091645
0.210000,0.001005,1.995303,-0.097192,1.995399,-0.096192
0.215000,0.001005,1.994845,-0.101848,1.994945,-0.100848
0.220000,0.001006,1.994355,-0.106613,1.994459,-0.105613
0.225000,0.001006,1.993830,-0.111487,1.993940,-0.110487
0.230000,0.001007,1.993271,-0.116470,1.993385,-0.115470
0.235000,0.001007,1.992675,-0.121562,1.992794,-0.120562
0.240000,0.001008,1.992040,-0.126763,1.992164,-0.125763
0.245000,0.001008,1.991366,-0.132073,1.991495,-0.131073
0.250000,0.001009,1.990651,-0.137492,1.990784,-0.136492
0.255000,0.001010,1.989892,-0.143020,1.990031,-0.142020
0.260000,0.001011,1.989090,-0.148657,1.989234,-0.147657
0.265000,0.001011,1.988241,-0.154403,1.988391,-0.153403
0.270000,0.001012,1.987345,-0.160258,1.987500,-0.159258
0.275000,0.001013,1.986400,-0.166222,1.986561,-0.165222
0.280000,0.001014,1.985405,-0.172295,1.985570,-0.171295
0.285000,0.001015,1.984357,-0.178477,1.984528,-0.177476
0.290000,0.001016,1.983255,-0.184768,1.983432,-0.183767
0.295000,0.001017,1.982097,-0.191167,1.982280,-0.190167
0.300000,0.001018,1.980883,-0.197676,1.981071,-0.196676
0.305000,0.001019,1.979610,-0.204294,1.979804,-0.203294
0.310000,0.001020,1.978276,-0.211021,1.978476,-0.210021
0.315000,0.001021,1.976881,-0.217856,1.977087,-0.216856
0.320000,0.001022,1.975422,-0.224801,1.975634,-0.223801
0.325000,0.001023,1.973898,-0.231854,1.974116,-0.230854
0.330000,0.001025,1.972308,-0.239016,1.972531,-0.238016
0.335000,0.001026,1.970649,-0.246287,1.970878,-0.245287
0.340000,0.001027,1.968921,-0.253667,1.969156,-0.252667
0.345000,0.001029,1.967121,-0.261156,1.967362,-0.260156
0.350000,0.001030,1.965248,-0.268753,1.965495,-0.267753
0.355000,0.001031,1.963301,-0.276459,1.963554,-0.275459
0.360000,0.001033,1.961277,-0.284274,1.961537,-0.283274
0.365000,0.001034,1.959177,-0.292197,1.959442,-0.291197
0.370000,0.001036,1.956997,-0.300228,1.957269,-0.299229
0.375000,0.001037,1.954738,-0.308368,1.955015,-0.307369
0.380000,0.001039,1.952396,-0.316617,1.952680,-0.315617
0.385000,0.001040,1.949972,-0.324973,1.950261,-0.323974
0.390000,0.001042,1.947463,-0.333438,1.947758,-0.332439
0.395000,0.001043,1.944868,-0.342011,1.945169,-0.341012
0.400000,0.001045,1.942185,-0.350692,1.942492,-0.349693
0.405000,0.001047,1.939415,-0.359480,1.939728,-0.358482
0.410000,0.001048,1.936554,-0.368377,1.936873,-0.367378
0.415000,0.001050,1.933602,-0.377381,1.933927,-0.376383
0.420000,0.001051,1.930558,-0.386493,1.930889,-0.385495
0.425000,0.001053,1.927420,-0.395712,1.927757,-0.394714
0.430000,0.001055,1.924188,-0.405038,1.924530,-0.404040
0.435000,0.001056,1.920859,-0.414471,1.921207,-0.413473
0.440000,0.001058,1.917434,-0.424011,1.917787,-0.423014
0.445000,0.001060,1.913910,-0.433658,1.914269,-0.432661
0.450000,0.001061,1.910286,-0.443411,1.910652,-0.442414
0.455000,0.001063,1.906563,-0.453270,1.906933,-0.452274
0.460000,0.001065,1.902737,-0.463235,1.903114,-0.462240
0.465000,0.001066,1.898810,-0.473307,1.899191,-0.472311
0.470000,0.001068,1.894778,-0.483483,1.895165,-0.482488
0.475000,0.001069,1.890642,-0.493765,1.891035,-0.492771
0.480000,0.001071,1.886400,-0.504152,1.886798,-0.503158
0.485000,0.001072,1.882052,-0.514644,1.882455,-0.513650
0.490000,0.001074,1.877596,-0.525240,1.878005,-0.524247
0.495000,0.001076,1.873032,-0.535941,1.873446,-0.534948
0.500000,0.001077,1.868358,-0.546745,1.868777,-0.545752
0.505000,0.001079,1.863573,-0.557652,1.863998,-0.556660
0.510000,0.001080,1.858678,-0.568662,1.859107,-0.567671
0.515000,0.001081,1.853670,-0.579775,1.854104,-0.578785
0.520000,0.001083,1.848549,-0.590991,1.848988,-0.590001
0.525000,0.001084,1.843313,-0.602308,1.843757,-0.601319
0.530000,0.001085,1.837963,-0.613726,1.838412,-0.612738
0.535000,0.001087,1.832497,-0.625245,1.832950,-0.624258
0.540000,0.001088,1.826914,-0.636865,1.827372,-0.635878
0.545000,0.001089,1.821213,-0.648584,1.821676,-0.647599
0.550000,0.001090,1.815393,-0.660403,1.815861,-0.659418
0.555000,0.001092,1.809454,-0.672321,1.809926,-0.671337
0.560000,0.001093,1.803394,-0.684337,1.803871,-0.683354
0.565000,0.001094,1.797213,-0.696450,1.797695,-0.695468
0.570000,0.001095,1.790909,-0.708660,1.791395,-0.707679
0.575000,0.001096,1.784482,-0.720967,1.784973,-0.719987
0.580000,0.001097,1.777930,-0.733369,1.778426,-0.732390
0.585000,0.001098,1.771253,-0.745866,1.771753,-0.744889
0.590000,0.001099,1.764450,-0.758457,1.764954,-0.757481
0.595000,0.001099,1.757519,-0.771141,1.758028,-0.770167
0.600000,0.001100,1.750460,-0.783918,1.750973,-0.782945
0.605000,0.001101,1.743271,-0.796787,1.743788,-0.795815
0.610000,0.001102,1.735951,-0.809746,1.736472,-0.808776
0.615000,0.001102,1.728499,-0.822795,1.729025,-0.821826
0.620000,0.001103,1.720915,-0.835933,1.721445,-0.834966
0.625000,0.001103,1.713196,-0.849159,1.713730,-0.848193
0.630000,0.001104,1.705342,-0.862472,1.705880,-0.861508
0.635000,0.001104,1.697351,-0.875870,1.697894,-0.874908
0.640000,0.001105,1.689222,-0.889353,1.689769,-0.888392
0.645000,0.001105,1.680954,-0.902919,1.681505,-0.901960
0.650000,0.001106,1.672546,-0.916567,1.673101,-0.915610
0.655000,0.001106,1.663996,-0.930296,1.664555,-0.929341
0.660000,0.001106,1.655302,-0.944104,1.655865,-0.943152
0.665000,0.001106,1.646463,-0.957990,1.647030,-0.957041
0.670000,0.001106,1.637478,-0.971953,1.638050,-0.971006
0.675000,0.001106,1.628345,-0.985991,1.628921,-0.985046
0.680000,0.001106,1.619063,-1.000102,1.619643,-0.999160
0.685000,0.001106,1.609630,-1.014285,1.610214,-1.013345
0.690000,0.001106,1.600044,-1.028538,1.600633,-1.027601
0.695000,0.001106,1.590304,-1.042859,1.590897,-1.041925
0.700000,0.001106,1.580408,-1.057246,1.581005,-1.056315
0.705000,0.001105,1.570355,-1.071697,1.570955,-1.070769
0.710000,0.001105,1.560141,-1.086211,1.560746,-1.085286
0.715000,0.001105,1.549766,-1.100785,1.550376,-1.099863
0.720000,0.001104,1.539228,-1.115416,1.539842,-1.114498
0.725000,0.001104,1.528525,-1.130103,1.529143,-1.129189
0.730000,0.001103,1.517654,-1.144844,1.518277,-1.143933
0.735000,0.001102,1.506615,-1.159634,1.507241,-1.158727
0.740000,0.001102,1.495404,-1.174473,1.496035,-1.173570
0.745000,0.001101,1.484019,-1.189356,1.484655,-1.188457
0.750000,0.001100,1.472460,-1.204282,1.473100,-1.203388
0.755000,0.001099,1.460722,-1.219247,1.461367,-1.218357
0.760000,0.001098,1.448805,-1.234249,1.449454,-1.233363
0.765000,0.001097,1.436706,-1.249283,1.437360,-1.248402
0.770000,0.001096,1.424423,-1.264347,1.425081,-1.263471
0.775000,0.001094,1.411954,-1.279437,1.412616,-1.278566
0.780000,0.001093,1.399295,-1.294549,1.399962,-1.293683
0.785000,0.001091,1.386445,-1.309679,1.387117,-1.308819
0.790000,0.001090,1.373402,-1.324825,1.374079,-1.323970
0.795000,0.001088,1.360163,-1.339980,1.360844,-1.339131
0.800000,0.001087,1.346726,-1.355142,1.347412,-1.354299
0.805000,0.001085,1.333088,-1.370306,1.333779,-1.369469
0.810000,0.001083,1.319247,-1.385466,1.319942,-1.384636
0.815000,0.001081,1.305201,-1.400619,1.305901,-1.399795
0.820000,0.001079,1.290946,-1.415759,1.291651,-1.414942
0.825000,0.001077,1.276481,-1.430880,1.277191,-1.430071
0.830000,0.001074,1.261804,-1.445978,1.262518,-1.445176
0.835000,0.001072,1.246911,-1.461047,1.247630,-1.460253
0.840000,0.001069,1.231800,-1.476081,1.232525,-1.475295
0.845000,0.001067,1.216470,-1.491074,1.217199,-1.490296
0.850000,0.001064,1.200917,-1.506019,1.201651,-1.505249
0.855000,0.001061,1.185140,-1.520910,1.185879,-1.520149
0.860000,0.001058,1.169135,-1.535741,1.169879,-1.534988
0.865000,0.001055,1.152902,-1.550503,1.153651,-1.549760
0.870000,0.001052,1.136437,-1.565190,1.137191,-1.564457
0.875000,0.001048,1.119739,-1.579794,1.120498,-1.579071
0.880000,0.001045,1.102806,-1.594307,1.103570,-1.593594
0.885000,0.001041,1.085636,-1.608722,1.086404,-1.608019
0.890000,0.001037,1.068226,-1.623029,1.069000,-1.622337
0.895000,0.001034,1.050576,-1.637220,1.051354,-1.636540
0.900000,0.001030,1.032684,-1.651286,1.033467,-1.650617
0.905000,0.001025,1.014549,-1.665218,1.015336,-1.664561
0.910000,0.001021,0.996169,-1.679006,0.996960,-1.678361
0.915000,0.001017,0.977543,-1.692640,0.978339,-1.692008
0.920000,0.001012,0.958670,-1.706110,0.959471,-1.705491
0.925000,0.001007,0.939551,-1.719407,0.940356,-1.718801
0.930000,0.001002,0.920184,-1.732518,0.920993,-1.731926
0.935000,0.000997,0.900570,-1.745434,0.901383,-1.744856
0.940000,0.000992,0.880709,-1.758142,0.881526,-1.757579
0.945000,0.000987,0.860601,-1.770633,0.861422,-1.770084
0.950000,0.000982,0.840248,-1.782894,0.841072,-1.782360
0.955000,0.000976,0.819650,-1.794913,0.820477,-1.794395
0.960000,0.000970,0.798810,-1.806678,0.799640,-1.806177
0.965000,0.000964,0.777729,-1.818179,0.778562,-1.817693
0.970000,0.000958,0.756410,-1.829401,0.757246,-1.828933
0.975000,0.000952,0.734856,-1.840335,0.735694,-1.839883
0.980000,0.000946,0.713070,-1.850966,0.713911,-1.850532
0.985000,0.000939,0.691058,-1.861284,0.691899,-1.860868
0.990000,0.000933,0.668822,-1.871277,0.669665,-1.870878
0.995000,0.000926,0.646368,-1.880933,0.647212,-1.880552
1.000000,0.000919,0.623703,-1.890239,0.624547,-1.889877
1.005000,0.000912,0.600831,-1.899187,0.601676,-1.898843
1.010000,0.000905,0.577760,-1.907764,0.578605,-1.907439
1.015000,0.000898,0.554498,-1.915960,0.555342,-1.915654
1.020000,0.000890,0.531051,-1.923767,0.531894,-1.923479
1.025000,0.000883,0.507429,-1.931174,0.508270,-1.930905
1.030000,0.000875,0.483641,-1.938173,0.484480,-1.937923
1.035000,0.000868,0.459695,-1.944757,0.460531,-1.944526
1.040000,0.000860,0.435602,-1.950919,0.436435,-1.950706
1.045000,0.000852,0.411372,-1.956652,0.412202,-1.956458
1.050000,0.000844,0.387016,-1.961952,0.387841,-1.961777
1.055000,0.000836,0.362544,-1.966814,0.363365,-1.966657
1.060000,0.000828,0.337968,-1.971236,0.338784,-1.971097
1.065000,0.000819,0.313300,-1.975214,0.314110,-1.975093
1.070000,0.000811,0.288550,-1.978748,0.289354,-1.978644
1.075000,0.000802,0.263731,-1.981838,0.264529,-1.981750
1.080000,0.000794,0.238855,-1.984483,0.239645,-1.984412
1.085000,0.000785,0.213933,-1.986686,0.214716,-1.986631
1.090000,0.000776,0.188976,-1.988449,0.189751,-1.988409
1.095000,0.000767,0.163997,-1.989776,0.164764,-1.989751
1.100000,0.000758,0.139007,-1.990670,0.139764,-1.990660
1.105000,0.000749,0.114016,-1.991137,0.114764,-1.991140
1.110000,0.000739,0.089035,-1.991183,0.089775,-1.991199
1.115000,0.000730,0.064076,-1.990813,0.064805,-1.990842
1.120000,0.000720,0.039148,-1.990036,0.039867,-1.990076
1.125000,0.000711,0.014261,-1.988858,0.014970,-1.988909
1.130000,0.000701,-0.010575,-1.987287,-0.009877,-1.987349
1.135000,0.000691,-0.035352,-1.985332,-0.034665,-1.985404
1.140000,0.000681,-0.060061,-1.983001,-0.059385,-1.983083
1.145000,0.000671,-0.084693,-1.980305,-0.084028,-1.980395
1.150000,0.000661,-0.109241,-1.977251,-0.108588,-1.977349
1.155000,0.000650,-0.133698,-1.973850,-0.133056,-1.973955
1.160000,0.000640,-0.158056,-1.970110,-0.157425,-1.970222
1.165000,0.000630,-0.182308,-1.966043,-0.181690,-1.966161
1.170000,0.000619,-0.206450,-1.961657,-0.205843,-1.961780
1.175000,0.000608,-0.230474,-1.956962,-0.229880,-1.957090
1.180000,0.000598,-0.254376,-1.951968,-0.253794,-1.952101
1.185000,0.000587,-0.278151,-1.946685,-0.277580,-1.946822
1.190000,0.000576,-0.301794,-1.941123,-0.301235,-1.941262
1.195000,0.000565,-0.325300,-1.935290,-0.324753,-1.935432
1.200000,0.000554,-0.348665,-1.929197,-0.348130,-1.929341
1.205000,0.000543,-0.371886,-1.922852,-0.371364,-1.922998
1.210000,0.000532,-0.394960,-1.916264,-0.394449,-1.916412
1.215000,0.000521,-0.417883,-1.909444,-0.417384,-1.909592
1.220000,0.000509,-0.440653,-1.902399,-0.440165,-1.902547
1.225000,0.000498,-0.463266,-1.895137,-0.462790,-1.895286
1.230000,0.000487,-0.485720,-1.887668,-0.485257,-1.887816
1.235000,0.000476,-0.508014,-1.880000,-0.507562,-1.880147
1.240000,0.000464,-0.530145,-1.872140,-0.529704,-1.872286
1.245000,0.000453,-0.552112,-1.864096,-0.551682,-1.864240
1.250000,0.000442,-0.573912,-1.855876,-0.573494,-1.856018
1.255000,0.000430,-0.595544,-1.847488,-0.595137,-1.847627
1.260000,0.000419,-0.617008,-1.838937,-0.616612,-1.839074
1.265000,0.000408,-0.638302,-1.830232,-0.637917,-1.830366
1.270000,0.000396,-0.659424,-1.821379,-0.659050,-1.821510
1.275000,0.000385,-0.680374,-1.812384,-0.680011,-1.812512
1.280000,0.000374,-0.701152,-1.803255,-0.700799,-1.803378
1.285000,0.000363,-0.721756,-1.793996,-0.721414,-1.794116
1.290000,0.000351,-0.742186,-1.784614,-0.741854,-1.784729
1.295000,0.000340,-0.762441,-1.775115,-0.762119,-1.775226
1.300000,0.000329,-0.782521,-1.765503,-0.782210,-1.765610
1.305000,0.000318,-0.802426,-1.755786,-0.802125,-1.755887
1.310000,0.000307,-0.822155,-1.745966,-0.821863,-1.746063
1.315000,0.000296,-0.841708,-1.736051,-0.841426,-1.736142
1.320000,0.000285,-0.861084,-1.726044,-0.860812,-1.726130
1.325000,0.000274,-0.880284,-1.715949,-0.880022,-1.716030
1.330000,0.000264,-0.899308,-1.705772,-0.899055,-1.705847
1.335000,0.000253,-0.918154,-1.695517,-0.917911,-1.695586
1.340000,0.000243,-0.936824,-1.685187,-0.936590,-1.685251
1.345000,0.000232,-0.955317,-1.674787,-0.955092,-1.674845
1.350000,0.000222,-0.973633,-1.664321,-0.973417,-1.664372
1.355000,0.000212,-0.991771,-1.653792,-0.991564,-1.653836
1.360000,0.000202,-1.009732,-1.643203,-1.009534,-1.643241
1.365000,0.000192,-1.027516,-1.632558,-1.027327,-1.632590
1.370000,0.000183,-1.045123,-1.621860,-1.044942,-1.621885
1.375000,0.000173,-1.062551,-1.611112,-1.062379,-1.611131
1.380000,0.000164,-1.079802,-1.600316,-1.079638,-1.600329
1.385000,0.000156,-1.096876,-1.589477,-1.096720,-1.589483
1.390000,0.000147,-1.113771,-1.578596,-1.113623,-1.578595
1.395000,0.000139,-1.130488,-1.567676,-1.130348,-1.567668
1.400000,0.000132,-1.147026,-1.556719,-1.146895,-1.556705
1.405000,0.000125,-1.163386,-1.545727,-1.163263,-1.545706
1.410000,0.000119,-1.179566,-1.534704,-1.179451,-1.534676
1.415000,0.000113,-1.195568,-1.523649,-1.195460,-1.523615
1.420000,0.000108,-1.211389,-1.512567,-1.211290,-1.512525
1.425000,0.000104,-1.227031,-1.501458,-1.226939,-1.501409
1.430000,0.000101,-1.242492,-1.490324,-1.242407,-1.490269
1.435000,0.000099,-1.257772,-1.479167,-1.257695,-1.479104
1.440000,0.000098,-1.272870,-1.467988,-1.272801,-1.467919
1.445000,0.000098,-1.287787,-1.456789,-1.287725,-1.456713
1.450000,0.000099,-1.302521,-1.445570,-1.302466,-1.445488
1.455000,0.000101,-1.317071,-1.434335,-1.317024,-1.434245
1.460000,0.000104,-1.331438,-1.423083,-1.331398,-1.422987
1.465000,0.000108,-1.345621,-1.411815,-1.345588,-1.411712
1.470000,0.000113,-1.359618,-1.400534,-1.359593,-1.400424
1.475000,0.000118,-1.373430,-1.389239,-1.373411,-1.389122
1.480000,0.000124,-1.387055,-1.377932,-1.387043,-1.377808
1.485000,0.000130,-1.400493,-1.366613,-1.400488,-1.366483
1.490000,0.000136,-1.413743,-1.355283,-1.413745,-1.355147
1.495000,0.000143,-1.426804,-1.343944,-1.426813,-1.343801
1.500000,0.000150,-1.439676,-1.332595,-1.439691,-1.332446
1.505000,0.000158,-1.452357,-1.321238,-1.452379,-1.321082
1.510000,0.000165,-1.464847,-1.309873,-1.464876,-1.309710
1.515000,0.000173,-1.477146,-1.298500,-1.477181,-1.298331
1.520000,0.000180,-1.489251,-1.287121,-1.489293,-1.286945
1.525000,0.000188,-1.501164,-1.275735,-1.501212,-1.275553
1.530000,0.000196,-1.512883,-1.264344,-1.512937,-1.264155
1.535000,0.000203,-1.524407,-1.252947,-1.524467,-1.252753
1.540000,0.000211,-1.535736,-1.241545,-1.535803,-1.241345
1.545000,0.000219,-1.546870,-1.230140,-1.546942,-1.229933
1.550000,0.000227,-1.557807,-1.218730,-1.557885,-1.218518
1.555000,0.000235,-1.568548,-1.207318,-1.568632,-1.207099
1.560000,0.000242,-1.579092,-1.195902,-1.579182,-1.195677
1.565000,0.000250,-1.589439,-1.184485,-1.589535,-1.184254
1.570000,0.000258,-1.599589,-1.173066,-1.599690,-1.172828
1.575000,0.000266,-1.609541,-1.161645,-1.609648,-1.161402
1.580000,0.000273,-1.619297,-1.150225,-1.619409,-1.149975
1.585000,0.000281,-1.628855,-1.138804,-1.628972,-1.138549
1.590000,0.000288,-1.638216,-1.127384,-1.638339,-1.127123
1.595000,0.000296,-1.647382,-1.115966,-1.647509,-1.115699
1.600000,0.000303,-1.656351,-1.104550,-1.656483,-1.104277
1.605000,0.000310,-1.665125,-1.093137,-1.665262,-1.092858
1.610000,0.000318,-1.673705,-1.081728,-1.673846,-1.081444
1.615000,0.000325,-1.682091,-1.070324,-1.682237,-1.070034
1.620000,0.000332,-1.690285,-1.058926,-1.690435,-1.058630
1.625000,0.000339,-1.698288,-1.047534,-1.698442,-1.047232
1.630000,0.000346,-1.706100,-1.036151,-1.706258,-1.035843
1.635000,0.000353,-1.713725,-1.024776,-1.713887,-1.024463
1.640000,0.000360,-1.721163,-1.013412,-1.721328,-1.013093
1.645000,0.000366,-1.728416,-1.002060,-1.728585,-1.001734
1.650000,0.000373,-1.735486,-0.990720,-1.735658,-0.990389
1.655000,0.000380,-1.742375,-0.979394,-1.742550,-0.979057
1.660000,0.000386,-1.749086,-0.968084,-1.749264,-0.967741
1.665000,0.000393,-1.755620,-0.956791,-1.755800,-0.956442
1.670000,0.000399,-1.761980,-0.945516,-1.762163,-0.945162
1.675000,0.000405,-1.768168,-0.934262,-1.768354,-0.933902
1.680000,0.000412,-1.774188,-0.923029,-1.774375,-0.922663
1.685000,0.000418,-1.780041,-0.911820,-1.780231,-0.911448
1.690000,0.000424,-1.785731,-0.900636,-1.785923,-0.900258
1.695000,0.000430,-1.791261,-0.889479,-1.791454,-0.889095
1.700000,0.000436,-1.796633,-0.878351,-1.796827,-0.877960
1.705000,0.000442,-1.801851,-0.867252,-1.802046,-0.866856
1.710000,0.000448,-1.806917,-0.856186,-1.807114,-0.855784
1.715000,0.000454,-1.811835,-0.845154,-1.812033,-0.844746
1.720000,0.000459,-1.816608,-0.834158,-1.816807,-0.833744
1.725000,0.000465,-1.821240,-0.823200,-1.821438,-0.822779
1.730000,0.000471,-1.825732,-0.812281,-1.825931,-0.811854
1.735000,0.000477,-1.830090,-0.801403,-1.830289,-0.800970
1.740000,0.000482,-1.834315,-0.790569,-1.834514,-0.790130
1.745000,0.000488,-1.838411,-0.779779,-1.838610,-0.779334
1.750000,0.000494,-1.842382,-0.769037,-1.842581,-0.768585
1.755000,0.000499,-1.846230,-0.758343,-1.846429,-0.757885
1.760000,0.000505,-1.849960,-0.747700,-1.850158,-0.747236
1.765000,0.000510,-1.853573,-0.737109,-1.853770,-0.736639
1.770000,0.000516,-1.857074,-0.726573,-1.857270,-0.726096
1.775000,0.000521,-1.860465,-0.716092,-1.860660,-0.715609
1.780000,0.000527,-1.863750,-0.705669,-1.863944,-0.705179
1.785000,0.000532,-1.866931,-0.695305,-1.867124,-0.694809
1.790000,0.000538,-1.870012,-0.685002,-1.870204,-0.684499
1.795000,0.000543,-1.872996,-0.674761,-1.873186,-0.674252
1.800000,0.000549,-1.875885,-0.664585,-1.876073,-0.664070
1.805000,0.000555,-1.878682,-0.654475,-1.878869,-0.653953
1.810000,0.000560,-1.881391,-0.644432,-1.881576,-0.643903
1.815000,0.000566,-1.884014,-0.634458,-1.884197,-0.633922
1.820000,0.000571,-1.886554,-0.624554,-1.886735,-0.624012
1.825000,0.000577,-1.889013,-0.614722,-1.889192,-0.614173
1.830000,0.000582,-1.891395,-0.604963,-1.891572,-0.604408
1.835000,0.000588,-1.893701,-0.595278,-1.893876,-0.594716
1.840000,0.000594,-1.895935,-0.585669,-1.896107,-0.585101
1.845000,0.000599,-1.898098,-0.576138,-1.898267,-0.575563
1.850000,0.000605,-1.900193,-0.566685,-1.900360,-0.566104
1.855000,0.000611,-1.902222,-0.557312,-1.902387,-0.556724
1.860000,0.000616,-1.904188,-0.548019,-1.904350,-0.547424
1.865000,0.000622,-1.906093,-0.538809,-1.906252,-0.538207
1.870000,0.000628,-1.907939,-0.529681,-1.908096,-0.529073
1.875000,0.000634,-1.909729,-0.520638,-1.909882,-0.520023
1.880000,0.000639,-1.911463,-0.511680,-1.911614,-0.511059
1.885000,0.000645,-1.913145,-0.502809,-1.913293,-0.502181
1.890000,0.000651,-1.914776,-0.494024,-1.914921,-0.493390
1.895000,0.000657,-1.916358,-0.485328,-1.916500,-0.484687
1.900000,0.000663,-1.917893,-0.476721,-1.918032,-0.476073
1.905000,0.000669,-1.919383,-0.468205,-1.919518,-0.467550
1.910000,0.000675,-1.920829,-0.459779,-1.920962,-0.459117
1.915000,0.000681,-1.922234,-0.451444,-1.922363,-0.450776
1.920000,0.000687,-1.923598,-0.443203,-1.923724,-0.442528
1.925000,0.000693,-1.924924,-0.435055,-1.925047,-0.434373
1.930000,0.000699,-1.926214,-0.427001,-1.926333,-0.426312
1.935000,0.000705,-1.927467,-0.419041,-1.927584,-0.418346
1.940000,0.000711,-1.928687,-0.411178,-1.928800,-0.410476
1.945000,0.000717,-1.929875,-0.403410,-1.929985,-0.402702
1.950000,0.000723,-1.931031,-0.395740,-1.931138,-0.395025
1.955000,0.000729,-1.932158,-0.388166,-1.932261,-0.387445
1.960000,0.000735,-1.933257,-0.380691,-1.933357,-0.379963
1.965000,0.000741,-1.934328,-0.373315,-1.934425,-0.372580
1.970000,0.000747,-1.935374,-0.366038,-1.935467,-0.365296
1.975000,0.000754,-1.936395,-0.358861,-1.936485,-0.358112
1.980000,0.000760,-1.937393,-0.351784,-1.937479,-0.351029
1.985000,0.000766,-1.938368,-0.344808,-1.938451,-0.344046
1.990000,0.000772,-1.939323,-0.337933,-1.939403,-0.337164
1.995000,0.000779,-1.940257,-0.331159,-1.940334,-0.330385
2.000000,0.000785,-1.941172,-0.324488,-1.941246,-0.323707
2.005000,0.000791,-1.942070,-0.317920,-1.942140,-0.317132
2.010000,0.000797,-1.942950,-0.311455,-1.943017,-0.310660
2.015000,0.000804,-1.943815,-0.305093,-1.943878,-0.304291
2.020000,0.000810,-1.944664,-0.298834,-1.944724,-0.298027
2.025000,0.000816,-1.945499,-0.292680,-1.945556,-0.291866
2.030000,0.000823,-1.946321,-0.286630,-1.946375,-0.285810
2.035000,0.000829,-1.947130,-0.280686,-1.947181,-0.279858
2.040000,0.000835,-1.947928,-0.274846,-1.947975,-0.274012
2.045000,0.000842,-1.948715,-0.269111,-1.948759,-0.268271
2.050000,0.000848,-1.949491,-0.263482,-1.949532,-0.262635
2.055000,0.000854,-1.950258,-0.257959,-1.950296,-0.257106
2.060000,0.000861,-1.951017,-0.252543,-1.951052,-0.251683
2.065000,0.000867,-1.951767,-0.247232,-1.951799,-0.246366
2.070000,0.000873,-1.952510,-0.242029,-1.952539,-0.241156
2.075000,0.000880,-1.953246,-0.236932,-1.953272,-0.236053
2.080000,0.000886,-1.953976,-0.231942,-1.953999,-0.231056
2.085000,0.000892,-1.954701,-0.227059,-1.954721,-0.226167
2.090000,0.000899,-1.955420,-0.222284,-1.955437,-0.221386
2.095000,0.000905,-1.956135,-0.217617,-1.956149,-0.216712
2.100000,0.000911,-1.956845,-0.213057,-1.956857,-0.212145
2.105000,0.000918,-1.957552,-0.208605,-1.957561,-0.207687
2.110000,0.000924,-1.958256,-0.204261,-1.958262,-0.203337
2.115000,0.000930,-1.958957,-0.200025,-1.958960,-0.199095
