time,distance,x_A,y_A,x_B,y_B
16.715000,0.029509,-0.669610,-1.855479,-0.699100,-1.856539
16.720000,0.029785,-0.646815,-1.858732,-0.676532,-1.860739
16.725000,0.030032,-0.623923,-1.861482,-0.653817,-1.864353
16.730000,0.030249,-0.600952,-1.863750,-0.630980,-1.867402
16.735000,0.030432,-0.577920,-1.865553,-0.608039,-1.869905
16.740000,0.030581,-0.554841,-1.866911,-0.585015,-1.871885
16.745000,0.030696,-0.531730,-1.867844,-0.561926,-1.873362
16.750000,0.030777,-0.508599,-1.868370,-0.538788,-1.874358
16.755000,0.030825,-0.485462,-1.868507,-0.515618,-1.874893
16.760000,0.030841,-0.462329,-1.868272,-0.492430,-1.874990
16.765000,0.030826,-0.439211,-1.867685,-0.469236,-1.874667
16.770000,0.030783,-0.416117,-1.866760,-0.446050,-1.873945
16.775000,0.030713,-0.393056,-1.865514,-0.422881,-1.872843
16.780000,0.030618,-0.370036,-1.863962,-0.399741,-1.871381
16.785000,0.030500,-0.347064,-1.862120,-0.376639,-1.869574
16.790000,0.030362,-0.324147,-1.860001,-0.353583,-1.867442
16.795000,0.030206,-0.301291,-1.857620,-0.330581,-1.865000
16.800000,0.030033,-0.278501,-1.854989,-0.307640,-1.862264
16.805000,0.029845,-0.255784,-1.852122,-0.284766,-1.859249
16.810000,0.029646,-0.233143,-1.849029,-0.261965,-1.855970
16.815000,0.029437,-0.210583,-1.845724,-0.239243,-1.852440
16.820000,0.029219,-0.188107,-1.842216,-0.216604,-1.848673
16.825000,0.028996,-0.165720,-1.838516,-0.194052,-1.844681
16.830000,0.028768,-0.143424,-1.834636,-0.171593,-1.840476
16.835000,0.028539,-0.121222,-1.830584,-0.149229,-1.836071
16.840000,0.028309,-0.099118,-1.826370,-0.126963,-1.831475
16.845000,0.028081,-0.077113,-1.822003,-0.104799,-1.826700
16.850000,0.027857,-0.055210,-1.817492,-0.082738,-1.821756
16.855000,0.027638,-0.033411,-1.812845,-0.060785,-1.816653
16.860000,0.027426,-0.011717,-1.808070,-0.038940,-1.811399
16.865000,0.027224,0.009870,-1.803175,-0.017206,-1.806005
16.870000,0.027032,0.031349,-1.798169,0.004416,-1.800478
16.875000,0.026853,0.052719,-1.793057,0.025924,-1.794827
16.880000,0.026688,0.073978,-1.787847,0.047317,-1.789060
16.885000,0.026538,0.095125,-1.782545,0.068594,-1.783185
16.890000,0.026406,0.116161,-1.777159,0.089754,-1.777208
16.895000,0.026293,0.137084,-1.771695,0.110796,-1.771139
16.900000,0.026200,0.157893,-1.766158,0.131720,-1.764982
16.905000,0.026128,0.178590,-1.760554,0.152525,-1.758746
16.910000,0.026078,0.199172,-1.754890,0.173210,-1.752435
16.915000,0.026052,0.219641,-1.749171,0.193776,-1.746058
16.920000,0.026050,0.239997,-1.743402,0.214223,-1.739620
16.925000,0.026073,0.260238,-1.737588,0.234549,-1.733126
16.930000,0.026122,0.280366,-1.731734,0.254757,-1.726582
16.935000,0.026198,0.300381,-1.725846,0.274845,-1.719994
16.940000,0.026300,0.320283,-1.719927,0.294814,-1.713367
16.945000,0.026428,0.340072,-1.713982,0.314665,-1.706706
16.950000,0.026583,0.359749,-1.708016,0.334398,-1.700017
16.955000,0.026765,0.379315,-1.702033,0.354014,-1.693303
16.960000,0.026973,0.398769,-1.696037,0.373513,-1.686569
16.965000,0.027207,0.418114,-1.690031,0.392895,-1.679821
16.970000,0.027465,0.437348,-1.684019,0.412163,-1.673062
16.975000,0.027749,0.456473,-1.678006,0.431316,-1.666296
16.980000,0.028056,0.475490,-1.671993,0.450356,-1.659527
16.985000,0.028386,0.494399,-1.665986,0.469282,-1.652760
16.990000,0.028738,0.513201,-1.659986,0.488098,-1.645997
16.995000,0.029111,0.531897,-1.653997,0.506802,-1.639243
17.000000,0.029503,0.550487,-1.648022,0.525396,-1.632501
17.005000,0.029914,0.568972,-1.642063,0.543882,-1.625774
17.010000,0.030342,0.587354,-1.636123,0.562260,-1.619065
17.015000,0.030787,0.605631,-1.630205,0.580531,-1.612377
17.020000,0.031246,0.623806,-1.624310,0.598697,-1.605714
17.025000,0.031718,0.641878,-1.618442,0.616758,-1.599077
17.030000,0.032203,0.659849,-1.612602,0.634714,-1.592470
17.035000,0.032698,0.677718,-1.606791,0.652568,-1.585895
17.040000,0.033203,0.695487,-1.601013,0.670321,-1.579354
17.045000,0.033716,0.713155,-1.595268,0.687972,-1.572849
17.050000,0.034236,0.730723,-1.589558,0.705523,-1.566383
17.055000,0.034762,0.748191,-1.583885,0.722974,-1.559958
17.060000,0.035292,0.765560,-1.578250,0.740327,-1.553575
17.065000,0.035825,0.782829,-1.572653,0.757582,-1.547236
17.070000,0.036360,0.799998,-1.567097,0.774739,-1.540943
17.075000,0.036895,0.817068,-1.561582,0.791800,-1.534698
17.080000,0.037429,0.834037,-1.556109,0.808764,-1.528501
17.085000,0.037961,0.850907,-1.550678,0.825632,-1.522354
17.090000,0.038491,0.867675,-1.545291,0.842405,-1.516257
17.095000,0.039015,0.884343,-1.539947,0.859082,-1.510214
17.100000,0.039534,0.900908,-1.534647,0.875664,-1.504223
17.105000,0.040046,0.917371,-1.529391,0.892150,-1.498286
17.110000,0.040549,0.933729,-1.524180,0.908540,-1.492403
17.115000,0.041043,0.949983,-1.519012,0.924835,-1.486576
17.120000,0.041527,0.966131,-1.513889,0.941033,-1.480805
17.125000,0.041998,0.982170,-1.508809,0.957134,-1.475089
17.130000,0.042456,0.998101,-1.503773,0.973139,-1.469430
17.135000,0.042900,1.013920,-1.498779,0.989044,-1.463828
17.140000,0.043328,1.029627,-1.493827,1.004851,-1.458282
17.145000,0.043738,1.045218,-1.488916,1.020558,-1.452792
17.150000,0.044130,1.060692,-1.484045,1.036163,-1.447359
17.155000,0.044503,1.076045,-1.479213,1.051665,-1.441983
17.160000,0.044854,1.091276,-1.474419,1.067063,-1.436662
17.165000,0.045183,1.106381,-1.469660,1.082354,-1.431396
17.170000,0.045487,1.121357,-1.464936,1.097538,-1.426184
17.175000,0.045766,1.136200,-1.460245,1.112611,-1.421027
17.180000,0.046018,1.150908,-1.455584,1.127571,-1.415922
17.185000,0.046242,1.165475,-1.450952,1.142416,-1.410870
17.190000,0.046436,1.179899,-1.446346,1.157144,-1.405868
17.195000,0.046598,1.194174,-1.441763,1.171751,-1.400916
17.200000,0.046726,1.208296,-1.437201,1.186233,-1.396012
17.205000,0.046820,1.222260,-1.432657,1.200589,-1.391154
17.210000,0.046878,1.236061,-1.428127,1.214813,-1.386341
17.215000,0.046897,1.249694,-1.423608,1.228903,-1.381571
17.220000,0.046877,1.263153,-1.419096,1.242854,-1.376842
17.225000,0.046815,1.276431,-1.414587,1.256661,-1.372151
17.230000,0.046711,1.289524,-1.410078,1.270321,-1.367497
17.235000,0.046561,1.302423,-1.405562,1.283828,-1.362876
17.240000,0.046366,1.315124,-1.401037,1.297177,-1.358285
17.245000,0.046123,1.327618,-1.396496,1.310362,-1.353722
17.250000,0.045832,1.339899,-1.391935,1.323379,-1.349183
17.255000,0.045491,1.351959,-1.387347,1.336221,-1.344665
17.260000,0.045099,1.363791,-1.382727,1.348881,-1.340164
17.265000,0.044655,1.375388,-1.378068,1.361354,-1.335676
17.270000,0.044160,1.386741,-1.373366,1.373632,-1.331196
17.275000,0.043613,1.397844,-1.368611,1.385709,-1.326721
17.280000,0.043014,1.408688,-1.363799,1.397578,-1.322245
17.285000,0.042366,1.419266,-1.358922,1.409230,-1.317763
17.290000,0.041668,1.429571,-1.353973,1.420658,-1.313270
17.295000,0.040924,1.439595,-1.348945,1.431855,-1.308760
17.300000,0.040136,1.449332,-1.343831,1.442812,-1.304227
17.305000,0.039309,1.458775,-1.338623,1.453522,-1.299666
17.310000,0.038448,1.467918,-1.333314,1.463975,-1.295070
17.315000,0.037557,1.476756,-1.327899,1.474165,-1.290431
17.320000,0.036645,1.485284,-1.322370,1.484084,-1.285745
17.325000,0.035719,1.493498,-1.316720,1.493722,-1.281003
17.330000,0.034788,1.501395,-1.310946,1.503073,-1.276198
17.335000,0.033864,1.508974,-1.305040,1.512130,-1.271324
17.340000,0.032956,1.516232,-1.299000,1.520885,-1.266374
17.345000,0.032077,1.523171,-1.292820,1.529332,-1.261340
17.350000,0.031240,1.529790,-1.286497,1.537466,-1.256215
17.355000,0.030456,1.536092,-1.280031,1.545281,-1.250994
17.360000,0.029737,1.542080,-1.273418,1.552773,-1.245670
17.365000,0.029095,1.547758,-1.266659,1.559939,-1.240237
17.370000,0.028538,1.553132,-1.259754,1.566776,-1.234689
17.375000,0.028074,1.558207,-1.252704,1.573284,-1.229023
17.380000,0.027706,1.562990,-1.245512,1.579461,-1.223233
17.385000,0.027437,1.567488,-1.238179,1.585309,-1.217317
17.390000,0.027265,1.571711,-1.230711,1.590830,-1.211272
17.395000,0.027185,1.575667,-1.223111,1.596027,-1.205096
17.400000,0.027190,1.579365,-1.215384,1.600904,-1.198789
17.405000,0.027271,1.582815,-1.207536,1.605466,-1.192349
17.410000,0.027417,1.586026,-1.199573,1.609721,-1.185779
17.415000,0.027616,1.589009,-1.191501,1.613674,-1.179080
17.420000,0.027856,1.591774,-1.183327,1.617335,-1.172253
17.425000,0.028127,1.594330,-1.175059,1.620711,-1.165304
17.430000,0.028415,1.596687,-1.166703,1.623812,-1.158235
17.435000,0.028713,1.598856,-1.158266,1.626647,-1.151051
17.440000,0.029010,1.600845,-1.149757,1.629227,-1.143757
17.445000,0.029299,1.602663,-1.141182,1.631563,-1.136359
17.450000,0.029573,1.604320,-1.132549,1.633663,-1.128863
17.455000,0.029827,1.605825,-1.123864,1.635540,-1.121275
17.460000,0.030057,1.607185,-1.115136,1.637202,-1.113602
17.465000,0.030258,1.608408,-1.106370,1.638662,-1.105851
17.470000,0.030429,1.609502,-1.097574,1.639928,-1.098029
17.475000,0.030567,1.610475,-1.088753,1.641010,-1.090142
17.480000,0.030672,1.611332,-1.079916,1.641919,-1.082197
17.485000,0.030743,1.612081,-1.071067,1.642664,-1.074202
17.490000,0.030780,1.612728,-1.062212,1.643253,-1.066164
17.495000,0.030783,1.613278,-1.053357,1.643695,-1.058089
17.500000,0.030753,1.613737,-1.044508,1.643998,-1.049983
17.505000,0.030690,1.614110,-1.035670,1.644171,-1.041854
17.510000,0.030596,1.614403,-1.026847,1.644220,-1.033707
17.515000,0.030472,1.614620,-1.018045,1.644154,-1.025548
17.520000,0.030319,1.614765,-1.009268,1.643977,-1.017384
17.525000,0.030139,1.614842,-1.000521,1.643698,-1.009220
17.530000,0.029933,1.614856,-0.991807,1.643322,-1.001061
17.535000,0.029703,1.614809,-0.983131,1.642855,-0.992913
17.540000,0.029450,1.614706,-0.974496,1.642301,-0.984781
17.545000,0.029176,1.614550,-0.965905,1.641667,-0.976669
17.550000,0.028882,1.614343,-0.957364,1.640957,-0.968582
17.555000,0.028570,1.614090,-0.948873,1.640176,-0.960525
17.560000,0.028243,1.613791,-0.940438,1.639328,-0.952501
17.565000,0.027900,1.613451,-0.932059,1.638416,-0.944515
17.570000,0.027544,1.613070,-0.923741,1.637445,-0.936570
17.575000,0.027177,1.612653,-0.915487,1.636418,-0.928670
17.580000,0.026799,1.612200,-0.907297,1.635338,-0.920819
17.585000,0.026414,1.611714,-0.899176,1.634209,-0.913019
17.590000,0.026021,1.611197,-0.891124,1.633034,-0.905274
17.595000,0.025622,1.610651,-0.883145,1.631815,-0.897587
17.600000,0.025220,1.610076,-0.875240,1.630555,-0.889960
17.605000,0.024816,1.609476,-0.867412,1.629257,-0.882397
17.610000,0.024411,1.608851,-0.859661,1.627922,-0.874899
17.615000,0.024007,1.608202,-0.851991,1.626553,-0.867469
17.620000,0.023605,1.607532,-0.844402,1.625152,-0.860110
17.625000,0.023208,1.606841,-0.836896,1.623721,-0.852824
17.630000,0.022816,1.606131,-0.829475,1.622262,-0.845612
17.635000,0.022432,1.605403,-0.822141,1.620776,-0.838477
17.640000,0.022057,1.604658,-0.814893,1.619265,-0.831421
17.645000,0.021693,1.603897,-0.807735,1.617731,-0.824444
17.650000,0.021342,1.603120,-0.800666,1.616174,-0.817550
17.655000,0.021005,1.602330,-0.793689,1.614598,-0.810739
17.660000,0.020685,1.601526,-0.786804,1.613001,-0.804014
17.665000,0.020383,1.600710,-0.780012,1.611387,-0.797375
17.670000,0.020101,1.599882,-0.773315,1.609756,-0.790824
17.675000,0.019841,1.599043,-0.766713,1.608109,-0.784362
17.680000,0.019605,1.598194,-0.760207,1.606446,-0.777991
17.685000,0.019394,1.597335,-0.753799,1.604770,-0.771711
17.690000,0.019210,1.596468,-0.747488,1.603081,-0.765524
17.695000,0.019054,1.595593,-0.741277,1.601380,-0.759431
17.700000,0.018929,1.594709,-0.735165,1.599667,-0.753432
17.705000,0.018834,1.593819,-0.729153,1.597944,-0.747530
17.710000,0.018772,1.592922,-0.723242,1.596211,-0.741724
17.715000,0.018744,1.592019,-0.717433,1.594469,-0.736016
17.720000,0.018749,1.591110,-0.711726,1.592718,-0.730406
17.725000,0.018789,1.590197,-0.706121,1.590959,-0.724895
17.730000,0.018864,1.589278,-0.700621,1.589193,-0.719484
17.735000,0.018973,1.588355,-0.695224,1.587421,-0.714174
17.740000,0.019117,1.587429,-0.689931,1.585641,-0.708965
17.745000,0.019296,1.586499,-0.684743,1.583857,-0.703858
17.750000,0.019508,1.585565,-0.679661,1.582066,-0.698853
17.755000,0.019753,1.584629,-0.674685,1.580271,-0.693952
17.760000,0.020031,1.583690,-0.669815,1.578472,-0.689154
17.765000,0.020339,1.582749,-0.665051,1.576668,-0.684460
17.770000,0.020677,1.581806,-0.660395,1.574861,-0.679871
17.775000,0.021044,1.580861,-0.655846,1.573050,-0.675387
17.780000,0.021439,1.579915,-0.651404,1.571237,-0.671008
17.785000,0.021860,1.578968,-0.647071,1.569420,-0.666735
17.790000,0.022306,1.578020,-0.642846,1.567602,-0.662569
17.795000,0.022776,1.577072,-0.638730,1.565781,-0.658509
17.800000,0.023268,1.576123,-0.634722,1.563958,-0.654557
17.805000,0.023781,1.575173,-0.630824,1.562134,-0.650712
17.810000,0.024314,1.574224,-0.627036,1.560308,-0.646974
17.815000,0.024867,1.573275,-0.623357,1.558481,-0.643344
17.820000,0.025437,1.572326,-0.619788,1.556654,-0.639823
17.825000,0.026024,1.571378,-0.616329,1.554825,-0.636410
17.830000,0.026627,1.570430,-0.612981,1.552996,-0.633106
17.835000,0.027245,1.569483,-0.609743,1.551166,-0.629911
17.840000,0.027876,1.568538,-0.606616,1.549337,-0.626825
17.845000,0.028521,1.567593,-0.603599,1.547507,-0.623848
17.850000,0.029179,1.566649,-0.600694,1.545677,-0.620981
17.855000,0.029848,1.565707,-0.597900,1.543847,-0.618224
17.860000,0.030528,1.564766,-0.595218,1.542018,-0.615577
17.865000,0.031219,1.563827,-0.592647,1.540189,-0.613040
17.870000,0.031920,1.562890,-0.590188,1.538361,-0.610613
17.875000,0.032630,1.561954,-0.587840,1.536533,-0.608296
17.880000,0.033348,1.561021,-0.585604,1.534706,-0.606090
17.885000,0.034075,1.560089,-0.583481,1.532880,-0.603994
17.890000,0.034810,1.559159,-0.581469,1.531055,-0.602009
17.895000,0.035553,1.558231,-0.579570,1.529230,-0.600135
17.900000,0.036303,1.557306,-0.577782,1.527407,-0.598372
17.905000,0.037059,1.556382,-0.576107,1.525584,-0.596719
17.910000,0.037822,1.555462,-0.574545,1.523763,-0.595178
17.915000,0.038591,1.554543,-0.573095,1.521943,-0.593747
17.920000,0.039366,1.553627,-0.571757,1.520124,-0.592428
17.925000,0.040147,1.552713,-0.570532,1.518306,-0.591219
17.930000,0.040933,1.551802,-0.569420,1.516489,-0.590122
17.935000,0.041725,1.550893,-0.568420,1.514674,-0.589136
17.940000,0.042521,1.549986,-0.567533,1.512860,-0.588261
17.945000,0.043322,1.549083,-0.566758,1.511047,-0.587497
17.950000,0.044128,1.548182,-0.566097,1.509235,-0.586844
17.955000,0.044938,1.547283,-0.565548,1.507425,-0.586303
17.960000,0.045753,1.546387,-0.565111,1.505616,-0.585872
17.965000,0.046571,1.545494,-0.564788,1.503808,-0.585553
17.970000,0.047394,1.544603,-0.564577,1.502002,-0.585345
17.975000,0.048220,1.543715,-0.564479,1.500197,-0.585248
17.980000,0.049051,1.542830,-0.564493,1.498393,-0.585262
17.985000,0.049885,1.541947,-0.564621,1.496590,-0.585387
17.990000,0.050722,1.541067,-0.564861,1.494789,-0.585623
17.995000,0.051563,1.540190,-0.565213,1.492989,-0.585970
18.000000,0.052408,1.539315,-0.565679,1.491190,-0.586428
18.005000,0.053255,1.538442,-0.566257,1.489392,-0.586997
18.010000,0.054106,1.537573,-0.566947,1.487595,-0.587676
18.015000,0.054960,1.536705,-0.567750,1.485799,-0.588466
18.020000,0.055817,1.535841,-0.568665,1.484004,-0.589367
18.025000,0.056677,1.534978,-0.569693,1.482210,-0.590378
18.030000,0.057540,1.534118,-0.570833,1.480418,-0.591500
18.035000,0.058406,1.533261,-0.572086,1.478626,-0.592732
18.040000,0.059275,1.532406,-0.573450,1.476835,-0.594075
18.045000,0.060147,1.531553,-0.574927,1.475045,-0.595527
18.050000,0.061021,1.530703,-0.576516,1.473255,-0.597090
18.055000,0.061898,1.529855,-0.578217,1.471466,-0.598763
18.060000,0.062777,1.529009,-0.580030,1.469678,-0.600546
18.065000,0.063659,1.528165,-0.581955,1.467891,-0.602438
18.070000,0.064544,1.527323,-0.583991,1.466104,-0.604440
18.075000,0.065431,1.526483,-0.586140,1.464318,-0.606552
18.080000,0.066321,1.525646,-0.588399,1.462532,-0.608774
18.085000,0.067213,1.524810,-0.590771,1.460747,-0.611104
18.090000,0.068107,1.523976,-0.593253,1.458962,-0.613544
18.095000,0.069004,1.523144,-0.595847,1.457177,-0.616094
18.100000,0.069903,1.522313,-0.598552,1.455392,-0.618752
18.105000,0.070804,1.521484,-0.601368,1.453608,-0.621519
18.110000,0.071708,1.520657,-0.604295,1.451824,-0.624395
18.115000,0.072613,1.519831,-0.607333,1.450040,-0.627380
18.120000,0.073521,1.519007,-0.610482,1.448256,-0.630473
18.125000,0.074431,1.518184,-0.613741,1.446472,-0.633674
18.130000,0.075343,1.517362,-0.617110,1.444688,-0.636984
18.135000,0.076257,1.516542,-0.620590,1.442903,-0.640402
18.140000,0.077173,1.515723,-0.624180,1.441119,-0.643928
18.145000,0.078091,1.514904,-0.627880,1.439334,-0.647562
18.150000,0.079011,1.514087,-0.631689,1.437549,-0.651304
18.155000,0.079933,1.513270,-0.635609,1.435763,-0.655153
18.160000,0.080857,1.512454,-0.639637,1.433977,-0.659109
18.165000,0.081782,1.511639,-0.643775,1.432191,-0.663173
18.170000,0.082709,1.510824,-0.648023,1.430404,-0.667344
18.175000,0.083638,1.510010,-0.652379,1.428616,-0.671622
18.180000,0.084568,1.509196,-0.656844,1.426828,-0.676007
18.185000,0.085500,1.508382,-0.661417,1.425039,-0.680499
18.190000,0.086434,1.507569,-0.666099,1.423249,-0.685097
18.195000,0.087369,1.506755,-0.670889,1.421458,-0.689801
18.200000,0.088305,1.505942,-0.675787,1.419667,-0.694612
18.205000,0.089243,1.505128,-0.680793,1.417874,-0.699529
18.210000,0.090182,1.504313,-0.685906,1.416080,-0.704551
18.215000,0.091122,1.503499,-0.691127,1.414286,-0.709680
18.220000,0.092063,1.502683,-0.696454,1.412490,-0.714914
18.225000,0.093005,1.501867,-0.701888,1.410693,-0.720253
18.230000,0.093949,1.501050,-0.707429,1.408895,-0.725697
18.235000,0.094893,1.500232,-0.713076,1.407096,-0.731247
18.240000,0.095838,1.499413,-0.718829,1.405295,-0.736902
18.245000,0.096784,1.498593,-0.724688,1.403492,-0.742661
18.250000,0.097730,1.497771,-0.730652,1.401689,-0.748525
18.255000,0.098677,1.496947,-0.736721,1.399884,-0.754492
18.260000,0.099624,1.496121,-0.742895,1.398077,-0.760565
18.265000,0.100572,1.495294,-0.749174,1.396268,-0.766741
18.270000,0.101520,1.494464,-0.755556,1.394458,-0.773020
18.275000,0.102468,1.493632,-0.762042,1.392646,-0.779404
18.280000,0.103416,1.492798,-0.768631,1.390832,-0.785890
18.285000,0.104364,1.491961,-0.775324,1.389017,-0.792480
18.290000,0.105311,1.491120,-0.782119,1.387199,-0.799172
18.295000,0.106258,1.490277,-0.789015,1.385379,-0.805967
18.300000,0.107205,1.489430,-0.796014,1.383557,-0.812864
18.305000,0.108151,1.488579,-0.803113,1.381733,-0.819863
18.310000,0.109096,1.487725,-0.810314,1.379907,-0.826965
18.315000,0.110040,1.486866,-0.817614,1.378078,-0.834167
18.320000,0.110983,1.486003,-0.825014,1.376247,-0.841471
18.325000,0.111924,1.485135,-0.832513,1.374414,-0.848876
18.330000,0.112864,1.484263,-0.840111,1.372577,-0.856381
18.335000,0.113802,1.483384,-0.847806,1.370738,-0.863987
18.340000,0.114738,1.482500,-0.855598,1.368897,-0.871693
18.345000,0.115672,1.481611,-0.863487,1.367052,-0.879498
18.350000,0.116604,1.480714,-0.871472,1.365204,-0.887402
18.355000,0.117532,1.479811,-0.879552,1.363353,-0.895406
18.360000,0.118458,1.478901,-0.887726,1.361499,-0.903507
18.365000,0.119380,1.477983,-0.895993,1.359641,-0.911707
18.370000,0.120300,1.477057,-0.904353,1.357780,-0.920004
18.375000,0.121215,1.476123,-0.912805,1.355915,-0.928397
18.380000,0.122126,1.475179,-0.921347,1.354046,-0.936888
18.385000,0.123032,1.474226,-0.929979,1.352173,-0.945474
18.390000,0.123934,1.473263,-0.938699,1.350296,-0.954155
18.395000,0.124831,1.472289,-0.947506,1.348415,-0.962932
18.400000,0.125722,1.471304,-0.956400,1.346529,-0.971802
18.405000,0.126607,1.470307,-0.965379,1.344638,-0.980765
18.410000,0.127486,1.469297,-0.974442,1.342742,-0.989822
18.415000,0.128358,1.468274,-0.983586,1.340840,-0.998970
18.420000,0.129223,1.467236,-0.992812,1.338934,-1.008209
18.425000,0.130080,1.466183,-1.002116,1.337021,-1.017538
18.430000,0.130928,1.465115,-1.011498,1.335102,-1.026956
18.435000,0.131768,1.464029,-1.020956,1.333177,-1.036463
18.440000,0.132599,1.462926,-1.030488,1.331245,-1.046057
18.445000,0.133419,1.461804,-1.040091,1.329306,-1.055737
18.450000,0.134228,1.460661,-1.049765,1.327359,-1.065502
18.455000,0.135027,1.459498,-1.059506,1.325404,-1.075350
18.460000,0.135813,1.458311,-1.069313,1.323441,-1.085281
18.465000,0.136586,1.457101,-1.079182,1.321469,-1.095293
18.470000,0.137345,1.455865,-1.089112,1.319488,-1.105385
18.475000,0.138090,1.454603,-1.099100,1.317496,-1.115554
18.480000,0.138819,1.453311,-1.109142,1.315495,-1.125800
18.485000,0.139532,1.451989,-1.119236,1.313482,-1.136120
18.490000,0.140228,1.450635,-1.129378,1.311457,-1.146512
18.495000,0.140905,1.449246,-1.139565,1.309420,-1.156975
18.500000,0.141563,1.447820,-1.149794,1.307370,-1.167506
18.505000,0.142200,1.446356,-1.160060,1.305305,-1.178104
18.510000,0.142814,1.444849,-1.170359,1.303226,-1.188764
18.515000,0.143406,1.443299,-1.180688,1.301131,-1.199486
18.520000,0.143973,1.441701,-1.191041,1.299018,-1.210266
18.525000,0.144513,1.440054,-1.201413,1.296888,-1.221102
18.530000,0.145026,1.438352,-1.211800,1.294738,-1.231989
18.535000,0.145510,1.436593,-1.222196,1.292568,-1.242926
18.540000,0.145963,1.434774,-1.232595,1.290376,-1.253907
18.545000,0.146383,1.432889,-1.242991,1.288160,-1.264931
18.550000,0.146769,1.430935,-1.253378,1.285919,-1.275991
18.555000,0.147118,1.428907,-1.263748,1.283651,-1.287085
18.560000,0.147429,1.426799,-1.274096,1.281355,-1.298207
18.565000,0.147700,1.424606,-1.284413,1.279028,-1.309353
18.570000,0.147928,1.422323,-1.294691,1.276667,-1.320518
18.575000,0.148112,1.419943,-1.304922,1.274271,-1.331695
18.580000,0.148249,1.417460,-1.315098,1.271837,-1.342880
18.585000,0.148338,1.414866,-1.325209,1.269362,-1.354065
18.590000,0.148376,1.412154,-1.335246,1.266843,-1.365245
18.595000,0.148361,1.409317,-1.345198,1.264277,-1.376411
18.600000,0.148291,1.406345,-1.355057,1.261659,-1.387557
18.605000,0.148164,1.403229,-1.364810,1.258986,-1.398674
18.610000,0.147979,1.399960,-1.374448,1.256254,-1.409754
18.615000,0.147735,1.396529,-1.383959,1.253458,-1.420787
18.620000,0.147429,1.392925,-1.393332,1.250593,-1.431764
18.625000,0.147061,1.389137,-1.402556,1.247654,-1.442675
18.630000,0.146631,1.385154,-1.411619,1.244633,-1.453508
18.635000,0.146139,1.380964,-1.420510,1.241526,-1.464253
18.640000,0.145584,1.376557,-1.429218,1.238325,-1.474897
18.645000,0.144969,1.371920,-1.437733,1.235022,-1.485427
18.650000,0.144294,1.367042,-1.446043,1.231609,-1.495829
18.655000,0.143562,1.361911,-1.454141,1.228078,-1.506091
18.660000,0.142776,1.356515,-1.462016,1.224419,-1.516197
18.665000,0.141939,1.350844,-1.469661,1.220622,-1.526132
18.670000,0.141056,1.344887,-1.477070,1.216676,-1.535880
18.675000,0.140131,1.338635,-1.484235,1.212571,-1.545426
18.680000,0.139168,1.332079,-1.491155,1.208293,-1.554753
18.685000,0.138172,1.325210,-1.497824,1.203831,-1.563845
18.690000,0.137149,1.318023,-1.504243,1.199172,-1.572685
18.695000,0.136103,1.310512,-1.510411,1.194302,-1.581257
18.700000,0.135036,1.302671,-1.516329,1.189207,-1.589546
18.705000,0.133954,1.294500,-1.522001,1.183874,-1.597537
18.710000,0.132857,1.285996,-1.527431,1.178289,-1.605215
18.715000,0.131747,1.277158,-1.532624,1.172437,-1.612567
18.720000,0.130623,1.267989,-1.537588,1.166307,-1.619583
18.725000,0.129484,1.258491,-1.542329,1.159885,-1.626252
18.730000,0.128327,1.248667,-1.546858,1.153159,-1.632567
18.735000,0.127148,1.238522,-1.551182,1.146120,-1.638522
18.740000,0.125942,1.228061,-1.555312,1.138757,-1.644115
18.745000,0.124703,1.217292,-1.559258,1.131063,-1.649344
18.750000,0.123427,1.206220,-1.563031,1.123032,-1.654211
18.755000,0.122105,1.194854,-1.566641,1.114660,-1.658721
18.760000,0.120734,1.183201,-1.570099,1.105943,-1.662878
18.765000,0.119306,1.171271,-1.573417,1.096881,-1.666692
18.770000,0.117818,1.159071,-1.576603,1.087475,-1.670172
18.775000,0.116264,1.146610,-1.579670,1.077728,-1.673331
18.780000,0.114640,1.133897,-1.582626,1.067642,-1.676181
18.785000,0.112946,1.120942,-1.585481,1.057224,-1.678738
18.790000,0.111177,1.107751,-1.588245,1.046480,-1.681015
18.795000,0.109335,1.094335,-1.590926,1.035418,-1.683029
18.800000,0.107417,1.080701,-1.593533,1.024047,-1.684795
18.805000,0.105425,1.066858,-1.596074,1.012374,-1.686329
18.810000,0.103359,1.052812,-1.598557,1.000411,-1.687648
18.815000,0.101222,1.038573,-1.600989,0.988166,-1.688768
18.820000,0.099016,1.024147,-1.603376,0.975650,-1.689702
18.825000,0.096742,1.009540,-1.605725,0.962874,-1.690468
18.830000,0.094404,0.994761,-1.608043,0.949848,-1.691078
18.835000,0.092004,0.979815,-1.610334,0.936581,-1.691546
18.840000,0.089546,0.964709,-1.612604,0.923083,-1.691887
18.845000,0.087032,0.949448,-1.614858,0.909366,-1.692111
18.850000,0.084467,0.934037,-1.617100,0.895437,-1.692231
18.855000,0.081853,0.918483,-1.619335,0.881306,-1.692258
18.860000,0.079193,0.902789,-1.621567,0.866983,-1.692203
18.865000,0.076492,0.886962,-1.623798,0.852475,-1.692075
18.870000,0.073751,0.871004,-1.626033,0.837790,-1.691883
18.875000,0.070975,0.854920,-1.628275,0.822937,-1.691636
18.880000,0.068166,0.838714,-1.630526,0.807922,-1.691342
